listing_id,name,host_id,neighbourhood_id,room_type,price,minimum_nights,availability_365
799945,"Very Small Room, Old Historic Brooklyn Townhouse",149929,14,Private room,40,8,284
800051,Bright & Beautiful 3bdr apt in Prime Williamsburg,195932,13,Entire home/apt,200,10,174
801281,Cozy Modern LES Apt-Prime Location,1010338,24,Entire home/apt,158,5,0
801626,CBG HelpsHaiti #5 Suite,22486,17,Private room,115,2,89
802498,Manhattan *SuperHost* Luxury Master Bedrm PRIVATE,512878,3,Private room,85,1,178
802677,Large & Elegant Pre-War One Bedroom,4224513,9,Entire home/apt,173,4,0
803237,Duplex with two terraces and a view,3642035,16,Entire home/apt,250,4,250
803778,Luxury Loft Noho New York City,4230317,49,Entire home/apt,465,30,277
804194,Large but cosy Bushwick apartment,4232762,13,Entire home/apt,275,7,0
804246,"HUGE, PRIVATE, SUNLIT ROOM IN DOWNTOWN NYC LOFT!",4233030,10,Private room,195,3,134
804388,Cute Studio Apt in a Mansion (1882),4233879,4,Entire home/apt,63,5,0
804815,Washington Heights homestay,4112902,31,Private room,36,1,211
804911,Sunny apartment in Carroll Gardens,2373697,34,Entire home/apt,130,5,0
805028,"BOERUM HILL, Entire Home / Loft",1131081,39,Entire home/apt,200,4,0
805218,Private Room in Converted Loft,4238591,21,Private room,85,2,278
805793,Charming Astoria/NYC Studio Sublet,4241831,26,Entire home/apt,150,14,0
806038,Home Sweet Room-SAPPHIRE-Queens NYC,4113132,82,Private room,45,3,213
806040,Home Sweet Room-EMERALD-Queens NYC!,4113132,82,Private room,45,3,208
807535,Spacious Private Bedroom Brooklyn - Williamsburg,4249297,13,Private room,79,5,198
807882,Apt in Heart of Williamsburg,4250697,13,Entire home/apt,149,4,0
808313,Sunny East Village studio apartment,4252788,20,Entire home/apt,200,7,0
808476,Great Space / Private Room,3775799,3,Private room,85,1,365
808618,Spacious & Sunny in Scenic Kw Gdns,4254417,117,Private room,60,3,351
808705,ONE BED/ LUXURY @ COLUMBUS CIRCLE!,3038687,8,Entire home/apt,139,45,0
808774,Chic 1 bd apt in Prime Williamsburg,4255290,13,Entire home/apt,160,30,59
808851,Comfortable Room in UES - NYC ,1289936,5,Private room,95,4,192
810346,"Beautiful Apartment, Great Location",4252490,13,Private room,80,10,0
810681,City View From Brooklyn– 2Bd+2Bth,2184470,4,Entire home/apt,250,5,0
811198,Downtown Manhattan Luxury 1 Bedroom,4265697,15,Entire home/apt,349,3,0
811238,Warm and Beautiful Harlem Apartment,4266017,3,Entire home/apt,165,7,234
811299,Radiant Cobble Hill - 1 bedroom,4231668,39,Entire home/apt,119,5,0
811347,West Village 1-BR Gem - Great Price,4255199,12,Entire home/apt,240,7,0
811450,Private Townhouse Guest Suite,4267089,7,Private room,79,4,359
812057,DEBBIE'S COZY RETREAT,4065620,7,Entire home/apt,215,3,300
812467,"Vintage Chic Haven in Kensington, Brooklyn",574584,1,Private room,49,1,100
812671,CSS (Central/Sunny/Spacious) 1 BR in Park Slope,4271822,17,Entire home/apt,190,3,48
812938,Shabby Chic Modern Chelsea Studio,4272748,15,Entire home/apt,99,2,30
813225,"Quirky, Exposed-Brick Cozy Room Brooklyn Townhouse",149929,14,Private room,68,8,280
813554,Historic Park Slope Gem - 1br,4275254,17,Entire home/apt,185,30,358
813793,"Large, Private 2-BR Flat in the Lower East Side!",4276374,24,Entire home/apt,225,4,67
814327,room in uper east side manhattan,4279005,29,Private room,81,10,311
814616,BIG STYLISH SUNNY EAST VILLAGE 1BR,545600,20,Entire home/apt,199,5,0
814911,TASTEFUL DESIGN + SPACE FOREVER,4281123,22,Private room,55,2,0
815045,Stylish West VILLAGE Water Views,4281957,12,Entire home/apt,340,7,302
815465,Central Park North Guest House,4284154,3,Entire home/apt,135,3,184
816637,Big apartment with top view! 1 block from subway.,1099716,40,Entire home/apt,85,2,0
816673,Very Cool Entire Apartment | BUSHWICK,4289709,22,Entire home/apt,65,7,0
816888,Whole Manhattan Apartment,2805766,31,Entire home/apt,100,30,219
817113,large spaciousbrownstone house,1141935,16,Private room,109,1,284
818084,Gorgeous sunny prime SoHo 1BR Apt.,128256,53,Entire home/apt,290,2,339
818314,Cozy room in beautiful apartment !,4298156,3,Private room,35,7,0
818325,Pied-à-Terre in Midtown Manhattan,4298167,27,Entire home/apt,148,5,188
818337,Newly Reno Room with Private Bath^,4241953,38,Private room,57,2,308
818451,Lovely studio upper east side !,4298896,29,Entire home/apt,150,6,0
818481,MANHATTAN BEAUTIFUL PIANO ROOM,4299040,3,Private room,60,2,117
818518,MANHATTAN BEAUTIFUL FIRESCAPE ROOM,4299040,3,Private room,60,2,114
819206,Cute shared studio apartment,4306950,5,Shared room,45,2,313
819228,MANHATTAN CONVENIENT 2 CLOSET ROOM,4299040,3,Private room,60,2,211
819419,"Entire Private, Spacious 1-BR in Ft. Greene",4303726,4,Entire home/apt,125,3,158
819893,MANHATTAN CONVENIENT NICE ROOM IN NYC,4299040,3,Private room,60,2,133
819956,"Home away from home,clean and cozy.",9269794,7,Private room,75,2,365
820218,"Lovely East Village Apartment, Sept. 2 to 5 Only",337159,20,Entire home/apt,121,2,156
820710,1 large bedroom w/private bath,4310378,4,Private room,89,2,318
820801,"Sunny 2BD, 2 balconies",25632,21,Entire home/apt,300,30,0
820946,Charm&Quiet in Hip Greenpt Brooklyn,4311270,21,Private room,110,1,0
820953,Entire Apt Yours! (5 Night Minimum),4105474,21,Entire home/apt,99,7,81
821135,Bright Loft One Stop from Soho,4311243,114,Entire home/apt,170,7,0
822016,1BR w/private bath in modern Prospect Heights apt,61873,16,Private room,90,2,30
823520,ON HIGHLINE! Private room & bath,4323625,15,Private room,179,2,157
823618,"Large,sunny private room in Harlem",4324286,3,Private room,80,4,119
823631,"Bright, cozy private room in Harlem",4324286,3,Private room,65,5,186
823880,"Clean Private Bedroom on Lower East Side,Manhattan",69685,24,Private room,69,1,84
824163,Sunny Convienent Bushwick Room,4317067,22,Private room,42,1,60
824421,Central Williamsburg Fab Large Room,4328005,13,Private room,70,1,0
825193,Park Slope Apartment ,4330726,17,Entire home/apt,155,5,189
825486,1 BEDROOM APARTMENT IN UPPER EAST,4331441,29,Entire home/apt,135,1,19
825545,Clean cozy room central historic gay best area,872805,53,Private room,120,21,34
825550,Luxury 1BD in Historic Carrol Gardens Brownstone,4331864,35,Entire home/apt,135,8,0
826307,"Near Manhatten, NEW Empire Outlets, park!",4192794,56,Private room,47,1,323
826388,"Spacious & Comfy, Top of Central Pk",359447,3,Private room,69,4,280
826603,No Longer Available Brooklyn Brownstone,4079140,16,Private room,100,2,2
826685,Dreamy Private Room in  Super Cool Bedstuy Apt.,94669,7,Private room,51,3,32
826690,"Sunny, Family-Friendly 2 Bedroom",4289240,30,Entire home/apt,4000,4,83
826764,Spacious Sunny Union Sq Room,4336760,15,Private room,65,180,263
827719,Experience Brooklyn like a True Brooklynite,611137,4,Private room,60,3,120
828130,Brooklyn Apt next to Prospect Park,4210082,25,Private room,70,1,188
828553,Location AND Space in the city!!,3882661,69,Entire home/apt,130,3,23
828685,Cute Room in Artist/Designers' Flat,1865527,7,Private room,70,1,325
828796,Large 2BR Apt in Brownstone,4344588,4,Entire home/apt,200,2,266
829083,"Steps From Art, Shopping & Eats",4345735,30,Entire home/apt,150,3,0
829935,Charming Backyard Apt in Townhouse,4348003,31,Entire home/apt,130,5,9
830840,Private Bedroom in a Studio,4350748,118,Private room,68,7,87
830949,DESIGNER LOFT W PRIVATE ROOFTOP & PANORAMIC VIEWS,4352069,20,Private room,79,1,298
831911,Entire apt close to Lincoln Center ,4355788,9,Entire home/apt,149,10,0
832157,Seeking tenant for January 2013,4356301,22,Private room,120,1,0
832596,Spacious 1 BR Near the Water UES,1723222,29,Entire home/apt,250,4,0
832772,NO PLACE LIKE YOUR NYC HOME! UPPER WEST SIDE 1BDRM,4358812,9,Entire home/apt,175,7,0
833519,Large Bedroom for 2 brickwall,4112404,31,Private room,40,15,353
834088,Charming Private room in Greenpoint,4363775,21,Private room,55,11,11
834190,Manhattan Lux Loft.Like.Love.Lots.Look !,2369681,24,Private room,99,2,179
834968,3br w/ Private Roof Steps to Subway,1896642,13,Entire home/apt,500,5,0
836578,Airy+Sunny 1bdrm- Steps to HighLine,1268505,15,Entire home/apt,240,7,330
836720,Brand New Bay House ,4372934,119,Entire home/apt,400,2,361
837256,"UES APT- NEAR CENTRAL PARK, MUSEUMS",2862643,29,Entire home/apt,280,2,0
837282,Spacious Loft in heart of Tribeca,4375496,78,Entire home/apt,235,3,177
837430,Ground Floor Studio With Backyard,252365,20,Entire home/apt,130,5,0
837503,❤️Feel@HOME Brooklyn Clinton Hill ❤️,265525,7,Entire home/apt,96,5,77
837958,Very cozy room with a tv.!,4378763,26,Private room,63,2,249
838070,Brooklyn Apt: 1 Bedroom w/Garden,240048,80,Entire home/apt,150,10,176
838586,***HOT SPOT*** 2 blocks to L/G Trains *** Modern,326150,13,Entire home/apt,200,2,0
838974,comfy artsy cottage garden studio,4255319,30,Entire home/apt,90,7,0
839058,Midtown Lux Manhattan by 5th Ave,4383196,2,Entire home/apt,269,5,0
839539,"Awesome, Unique EAST VILLAGE LOFT!!",3200135,20,Private room,80,7,31
840103,"Charming, huge BR, nr Prospect Park",164534,30,Private room,80,2,0
840594,Huge beautiful one bed West Village,4389865,12,Entire home/apt,400,7,365
840667,Amazing Greenwich Village w pool,4390058,53,Entire home/apt,349,3,356
840731,Historic East Village Townhouse,4390639,20,Entire home/apt,495,2,334
840794,Big one bedroom located in Brooklyn,4390881,30,Entire home/apt,85,14,22
841075,Spacious and Clean Brooklyn Flat,4392420,22,Entire home/apt,85,15,0
841211,Spacious Centrally Located Apt!!!,3665164,15,Private room,999,10,365
841292,BIG room in fun loft – heart of NYC,4393626,15,Private room,109,3,18
841484,cozy charming apt - Lower East Side,2682735,24,Entire home/apt,175,3,1
842167,1 BDR in Heart of Lower East side,2257960,10,Entire home/apt,150,4,18
842176,Cozy Room in Williamsburg Loft Apt,3330412,13,Private room,80,4,245
842494,Charming Studio Near Central Park!,148545,9,Entire home/apt,150,7,0
842973,Great 1 bedroom- awesome location,4401275,8,Entire home/apt,175,1,0
843003,Modern Two-Bedroom Balcony Apartment,864735,57,Entire home/apt,107,30,268
843036,Beautiful apt uptown Manhattan,4401623,31,Entire home/apt,80,60,226
843491,Clean 1 bedroom with private bath :),4241953,38,Private room,80,3,342
843499,Large sunny room 10 min to Midtown!,350553,3,Private room,75,1,0
843524,A Little Palace in Brooklyn for Shoots and Events,673406,22,Entire home/apt,800,1,365
844319,"XL 90m2 2BR Victorian area,sleeps 7",683027,23,Entire home/apt,130,1,237
845362,Perfect 750 SF W. Village 1 Bedroom,4413463,12,Entire home/apt,250,7,0
845417,LOVELY LOFT | 24H DOORMAN | PERFECT,3891436,24,Entire home/apt,260,6,0
845517,Queen-sized Room Avail in Huge 2 bdrm/2bth loft.,4414425,4,Private room,36,1,83
846190,Modern condo close to Prospect park,3159197,25,Entire home/apt,140,2,35
846275,"BEST LOWER EAST SIDE APT, SLEEPS 4 COMFORTABLY.",1732005,24,Entire home/apt,145,2,268
846457,Beatiful Studio in williamsburg,945407,13,Entire home/apt,120,3,0
846470,"COZY SUNNY ROOM, BLOCK 4RM TRAIN :)",430188,13,Private room,75,18,112
846549,New York City Dream Apartment,4420306,7,Private room,60,2,0
846799,Strawberry B&B,4421935,22,Private room,69,30,7
846829,Private room in the lower east side,395609,24,Private room,95,1,0
846854,Large Garden Duplex on Park block,4422368,9,Entire home/apt,300,30,284
846871,"Cozy 1 BR near Central Park, AMNH, The MET & More",3179895,9,Private room,131,2,1
847591,Brooklyn Apartment,4425467,22,Entire home/apt,120,5,0
848087,Great light-filled 1BR in Brooklyn,3526444,7,Entire home/apt,100,5,94
848170,Gorgeous 1BR near Prospect Park,4428278,1,Entire home/apt,100,4,0
848174,1BR East Village Apt - Entire Apt.,1468667,20,Entire home/apt,190,1,0
848220,LUXURY APT w PRIVATE GARDEN NYC UES,4425694,29,Entire home/apt,160,1,221
848707,"Bright Room in Queens, Shared bath%",4241953,38,Private room,60,2,314
848718,Spacious & Comfy by Prospect Park,4375988,25,Private room,75,3,311
848722,Lovely BR In The ❤ Of Flushing! Free Metro Card,4241953,38,Private room,45,2,292
848853,Upper Manhattan//Harlem Classic,4432173,3,Private room,65,2,361
849409,Spacious garden appartment brooklyn,4434798,30,Entire home/apt,120,5,0
849567,Your own large 1BR apt in Manhattan,52394,19,Entire home/apt,80,4,0
849603,Spacious Crown Heights Apartment,4435623,16,Entire home/apt,100,7,56
849703,"Convenient, Renovated 2 Bedroom",145609,34,Entire home/apt,250,2,0
850097,Beautiful 1BD in the West Village,4438960,12,Entire home/apt,235,2,40
850148,1 ROOM IN AMAZING ARTIST NYC LOFT,2843998,13,Private room,85,2,365
850198,"UES 1 br, 2 blocks from the Met ",4439578,29,Entire home/apt,195,31,273
850338,Authentic Luxury Designed Loft,4440548,13,Entire home/apt,145,3,151
850435,Sunny Loft in Brooklyn next to Bedford L,4441020,13,Entire home/apt,55,30,159
850517,3 Bedroom Duplex/ 2 Baths and 2 LR,254846,22,Entire home/apt,289,3,354
850712,Cute Studio Greenwich Village NYC,4442608,53,Entire home/apt,120,30,231
850943,ARTIST TRENDY NYC LOFT,2843998,13,Entire home/apt,149,5,14
851130,Nice Furnished Short Term in NY,4444170,31,Shared room,100,1,364
851772,CHIC 1 BEDROOM IN MANHATTAN (UES),4445677,29,Entire home/apt,166,1,188
851784,Designer's spacious Manhattan apt.,4446767,31,Entire home/apt,99,3,331
852118,Spacious 3 Bedroom Prospect Brooklyn near subway,3259274,16,Entire home/apt,150,2,230
852632,Gowanis Urban Oasis,4451246,35,Shared room,44,2,325
852949,INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!,4453107,53,Entire home/apt,195,2,90
853900,Immaculate brand new one bedroom ,4459052,57,Entire home/apt,95,30,0
854033,1 BR in large full floor apartment,4092307,103,Private room,100,4,7
854253,Great Lrg Apt next to Park/Subway,4461145,23,Entire home/apt,60,5,189
854521,"Room, Central Location, Priv. Entry",4463092,3,Private room,62,2,310
855206,Bedroom with Private Bath and Roof,4467554,20,Private room,99,5,0
855462,1BR in Charming Downtown Apt,4469832,24,Private room,90,15,35
855549,"Have the 1st floor of a two floor duplex,",213020,9,Private room,88,1,98
855919,Lovely Apt. in the heart of Harlem,4473860,3,Entire home/apt,125,1,135
856304,"Clean,spacious,comfy Brooklyn room",524575,23,Private room,74,1,283
856440,YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK,627898,8,Entire home/apt,176,7,0
856918,Large Room in Garden Duplex  ,4481005,17,Private room,62,2,158
857696,PRIVATE LARGE-MODERN-CLEAN master bedroom,2559004,5,Private room,51,1,0
857810,Heart of Williamsubrg 1 Bedroom,4487224,13,Entire home/apt,249,3,365
858223,Entire flat west village,4431107,15,Entire home/apt,200,2,157
858695,Very Large Private Room on quiet st,4494343,120,Private room,30,2,208
859023,Charming Artist's Home in Brooklyn,1536441,35,Entire home/apt,240,2,280
859596,Quiet room w/ 2 beds +light near subway+ museums,4500999,5,Private room,100,1,316
860163,Manhattan Studio Apartment: 2 Adults $125,4504962,5,Entire home/apt,125,2,199
860401,Lovely 2 Bed Garden Apt Fort Greene,1603942,14,Entire home/apt,149,29,125
860827,carriage house apartment,4524130,4,Entire home/apt,170,1,275
862890,Private bedroom w/ king size bed + pvt bathroom,4224309,31,Private room,150,2,365
864790,PEACEFUL SHARE BY CENTRAL PARK,4538664,9,Private room,125,4,326
864981,Cozy Room in Charming Brownstone,1650330,80,Private room,68,5,282
865355,Spacious and Comfortable Room!,4543792,3,Private room,90,7,312
866890,Budget/diamond in heart of Harlem,4555996,3,Private room,65,3,361
867020,Nice quiet room on a backyard,4363775,21,Private room,50,31,193
867721,Comfortable Modern Room in Bed-Stuy,4509849,7,Private room,65,3,35
867749,Sunny 2 bedroom in Prospect heights + terrace,745186,16,Entire home/apt,200,30,283
867769,Full Bedroom in Bed-Stuy,4509849,7,Private room,65,3,73
868548,Friendly & fun w/ private terrace,4372160,13,Private room,58,10,0
869522,Private room/Upper Manhattan,4581489,3,Private room,65,2,0
870119,Beautiful 2bdrm Bklyn duplex w/deck + backyard,355548,4,Entire home/apt,185,4,8
871076,"LARGE 2 BR w/Dining Room, Balcony, Echo",4590460,77,Entire home/apt,115,4,0
872035,furnished bedroom 1150$ a month  ,4599027,5,Private room,100,30,365
872210,Quiet 1BR Heart of the East Village,4600589,20,Private room,200,1,0
873465,Cute & Comfortable One Bedroom,3588693,23,Entire home/apt,115,2,282
873701,"Chic, quiet 1BR with patio (steps from the subway)",699759,16,Entire home/apt,140,4,239
874683,Spacious Bushwick Duplex Apartment,4617159,22,Private room,62,2,87
874706,Fully Updated Modern 1 Bedroom Apartment,4616773,1,Entire home/apt,95,3,310
875111,1-bedroom apt in Clinton Hill,2908554,7,Entire home/apt,100,3,0
875567,Cozy West Village Studio Apartment,4622733,12,Entire home/apt,113,3,343
876355,Large 1BR Columbia University,3994331,46,Entire home/apt,108,30,230
876565,Spacious Comfy Bedroom in Bed-Stuy,4509849,7,Private room,62,3,59
877135,Williamsburg 1br APT,4628887,13,Entire home/apt,95,3,89
878142,Serene 1BR+Garden+Goldfish Pond+Cook's Kitchen,2597159,13,Entire home/apt,200,4,0
880256,Beautiful Trendy 2br Harlem Apt.,4655169,3,Entire home/apt,165,2,347
880424,★Beautiful Home Away From Home★,3549531,25,Private room,60,1,2
882209,Gorgeous Williamsburg Apartment,3673451,13,Private room,80,2,89
882258,Beautiful Studio on Prospect Park!,4233288,25,Entire home/apt,100,6,0
882559,Private bedroom&bathroom in the heart of Manhattan,4670155,8,Private room,110,3,281
883209,World Travelers to Couchcrash in BK,4158086,7,Shared room,50,3,365
883306,1  Bedroom in Clinton Hill Share,4310378,4,Private room,79,2,361
883423,Clean and charming apartment  in Carroll Gardens,4313683,34,Entire home/apt,140,3,65
883517,3 Bedroom Upper West Side Gem,4677362,9,Entire home/apt,339,4,167
886808,"Free Metrocard*, Safe & Affordable",4701443,38,Private room,55,1,298
886833,"Private Suite, Free Metrocard*",4701443,38,Entire home/apt,81,1,263
887129,Comfortable and Large Duplex with Private Terrace,3490818,13,Entire home/apt,191,3,21
887292,2 Bedroom Bushwick Apartment,4704914,22,Entire home/apt,139,3,248
887355,2 bedrooms 5-star building midtown ,4705358,6,Entire home/apt,500,5,281
888583,Gorgeous Greenpoint Railroad,4282125,21,Entire home/apt,120,2,280
888905,"Sunny bedroom, next to subway and Central Park",4714927,5,Private room,60,2,0
890794,Cozy- bedroom in Jackson Heights!,4731046,84,Private room,70,2,188
890839,"Spacious, duplex townhouse w large garden oasis",831185,16,Entire home/apt,295,2,365
890855,Sun-Drenched Studio in Clinton Hill,128920,4,Entire home/apt,100,6,0
891117,Private Bedroom in Manhattan,4734398,3,Private room,49,1,339
892463,Ideal Location + Shower In Kitchen!,1758019,12,Entire home/apt,150,3,0
892704,Enjoy Brownstone Brooklyn!,4746193,7,Entire home/apt,120,2,161
893413,Architecturally Stunning Former Synagogue!,4751930,20,Entire home/apt,2500,30,89
893853,Best Location btwn Un Sq/ Chelsea,1208402,51,Entire home/apt,175,25,188
894015,Boldera: Your Home Away From Home,4622027,7,Entire home/apt,107,2,27
894063,"Penthouse patio,city view,BIG bed",1803302,13,Private room,98,3,268
894093,"Cozy room,only 2 blocks from subway,10min to City!",4644172,57,Private room,47,1,0
895368,Large 2 bedroom apt in Manhattan,4770121,3,Entire home/apt,100,180,365
895386,NYC-THE BEST: Stay in Comfy Apt Manhattan-Harlem!,2265770,3,Entire home/apt,170,5,29
898669,Hip Modern West Village Apartment,4782600,12,Entire home/apt,150,3,184
898861,"Private One Bedroom Suite, 45 min from City",3546135,95,Entire home/apt,63,3,256
900383,Brooklyn-Bedstuy-Studio,4808242,7,Shared room,110,3,34
900503,Stylish 1897 garden duplex oasis!,4634013,4,Entire home/apt,275,3,0
903906,charming house on family block,4837614,11,Entire home/apt,329,4,0
903947,Beautiful Bedroom in Manhattan,4734398,3,Private room,49,1,342
903972,Great Bedroom in Manhattan,4734398,3,Private room,49,1,293
904060,Beautiful Modern apt in Brooklyn,4834187,4,Entire home/apt,165,4,343
905425,PAINTERS PARADISE / GREENPOINT,4843750,21,Entire home/apt,160,5,281
905947,CHIC ROOM IN BROOKLYN BROWNSTONE,4847926,23,Private room,38,3,283
906038,Central Pk West-Convenient 1 BR,4848828,9,Entire home/apt,170,7,333
906058,Columbia area room pvt bath & entry,4765670,46,Private room,105,2,294
907966,1 rm @ 3BR artist loft williamsburg,4864306,21,Private room,50,2,249
908046,1150$furnished room with a balcony,4599027,5,Private room,100,30,365
908923,Charming East Village Studio,4872812,20,Entire home/apt,100,3,0
909859,"charming luxurious house, NY, Brooklyn",3343848,17,Entire home/apt,890,3,341
910976,Gorgeous PermaGO HOMES™ - FiDi - Room 2/2,4887492,44,Private room,160,3,352
911092,Avenue A Apartment,4888892,20,Entire home/apt,145,2,221
912376,Room in cool Bushwick loft!,4103952,7,Private room,51,3,188
915020,Garden Apartment in Park Slope,181756,11,Entire home/apt,150,3,301
916311,Rooms in Spacious East Village Apt.,511175,20,Private room,180,3,31
917058,Charming Greenwich Village studio,4924435,53,Entire home/apt,225,1,188
918049,Union Sq European Serene apt,4929807,15,Entire home/apt,250,3,217
918239,Cozy bedroom in Artist Loft,4930847,13,Private room,56,1,65
918426,IDEAL AREA!Reviews! LARGE btfl room,4932354,30,Private room,70,7,212
919491,Park Slope LARGEST (private) SHARE IN PARK SLOPE,4938247,17,Private room,70,2,163
919830,1br in a 2br apartment in Chelsea (23/7),1895793,15,Private room,125,2,161
919978,2bdrm + Patio/BackYard/Time Square/1st Floor,2230103,8,Entire home/apt,399,2,284
919990,2 Bedroom Apt in Caroll Gardens,4629954,34,Entire home/apt,157,6,24
920930,Backyard BBQ in Brooklyn Brownstone,4950369,7,Entire home/apt,145,7,188
921441,Artsy Bedroom/Office in WaHi,4954283,31,Private room,75,1,90
921585,Cosmopolitan Brownstone Sanctuary,4955205,7,Entire home/apt,280,3,280
921624,Rare Spacious Quiet Prime Williamsburg Duplex Loft,4955560,13,Entire home/apt,220,4,8
921862,Breathtaking view of New York city,4957149,9,Entire home/apt,190,28,283
923566,Sunlit Central Park Apartment,4967515,9,Entire home/apt,200,6,354
923979,"Private Studio Near JFK, LGA & Subway  Not A Bsmnt",4970027,95,Entire home/apt,77,1,168
924600,"Sunny, private room in Brooklyn!",4973668,7,Private room,35,5,244
924658,"Bright, airy room share in Brooklyn",4973668,7,Shared room,30,5,248
924719,Beautiful East Village Apartment,552453,20,Entire home/apt,199,29,31
925075,Sunny Loft Style Apt-Great Location,4938485,8,Entire home/apt,140,3,157
925137,Cute Manhattan Chelsea Apartment,3458692,15,Entire home/apt,124,30,42
925240,Artist Loft - Union Square,4976428,20,Entire home/apt,295,7,316
925730,Large studio all to yourself,4980428,10,Entire home/apt,160,7,335
926337,Charm w/amazing city view by PS1,4260529,26,Private room,349,1,365
927408,"Large Cozy Room #1, Landmark Home 1 block to PRATT",51038,4,Private room,98,2,158
927597,(2) CLEAN HOME AWAY FROM HOME!,4983320,38,Private room,76,1,0
927987,Bright Doorman One Bedroom on Upper East Side,755172,29,Entire home/apt,230,3,282
929032,Dumbo | Spacious private room w/ private bathroom,2420592,98,Private room,60,3,0
931352,Lovely Private Room in Bushwick! :),4156449,22,Private room,40,5,0
931642,Murray Hill Garden Apt. MANHATTAN,4976872,6,Private room,118,30,228
932277,Fabulous Industrial Dumbo Loft,2902266,41,Private room,125,20,311
933129,Fort Greene Jewel,5072123,14,Entire home/apt,195,29,233
933861,Hell's Kitchen Hideaway - Private Entrance,5025046,8,Private room,85,2,63
936218,Clean-Furnished Room Near The Apollo (W 125th St.),5052897,3,Private room,55,14,41
937678,Bushwick Loft,5062254,22,Entire home/apt,155,2,0
938022,Private Bedroom in Williamsburg,1866827,13,Private room,99,1,358
939657,Behind the Red Door II ,5076827,3,Entire home/apt,140,30,194
939724,Stylish Room-Artist/Designers' Flat,1865527,7,Private room,85,1,340
940115,Cozy Studio in the Heart of Crown Heights,5067409,16,Entire home/apt,75,7,178
940116,Bright Room in Historic Brownstone,1650330,80,Private room,53,5,282
941179,Clean & Cozy Brooklyn 1 BR Gem  - Great location!,4085497,16,Entire home/apt,150,2,365
941642,HELL'S KITCHEN STUDIO for 2 or 3,4888599,8,Entire home/apt,179,3,202
944040,Entire 1.5 Br Apt- Crown Heights - Franklin Ave,896918,16,Entire home/apt,135,1,348
944049,Beautiful 1BR in Prime West Village,1908073,12,Entire home/apt,200,4,48
944183,your holiday-ready Harlem home away from home!,3361696,3,Entire home/apt,200,3,0
944755,STUDIO APT 1. IN PROSPECT LEFFERTS GARDENS,3270460,25,Entire home/apt,100,5,73
944840,Dumbo Loft With A Beautiful View,5110818,41,Entire home/apt,134,14,0
945297,East Village Gay Friendly Dbl Room,5074654,20,Private room,100,1,231
947810,Seeking Short Term Roommate on UES,5138312,29,Private room,50,20,269
947963,Sunny WILLIAMSBURG Room near SUBWAY,3229099,13,Private room,50,40,324
949713,Luxury Duplex Loft w. Private Roof & Amazing Views,1295416,35,Entire home/apt,400,30,67
951365,Bushwick/Ridgewood aprtmt w parking,2675998,45,Entire home/apt,115,2,314
951944,Quiet Studio in Prime SoHo,1408973,28,Entire home/apt,235,3,44
953275,Apartment For Your Holidays in NYC!,4460034,5,Entire home/apt,125,7,188
953951,West Village Large 1BR,4797813,12,Entire home/apt,250,2,134
955153,Elegant loft in heart of soho,5165749,28,Entire home/apt,650,5,90
955542,*Sunny Master BD* in Garden Duplex,4932354,30,Private room,97,7,204
956412,Charming Bright 2BR apt- sleeps 6,588270,41,Entire home/apt,189,2,279
957002,Cozy PRIVATE Studio Apartment UWS and Jazz Tour.,5202854,9,Entire home/apt,100,1,281
957642,Large bedroom/Heart of Brooklyn,1354796,25,Private room,49,5,323
958444,Great 1BD waterfront City Island NY,5214644,121,Entire home/apt,84,3,0
959349,Modern New Duplex with Private Yard,1797637,13,Entire home/apt,165,7,0
959478,"Chic, Cozy LES 1BR. Weekly clean included!",4191076,10,Entire home/apt,87,59,0
959871,Bask in the light! Studio bedroom in Williamsburg,1822729,13,Private room,120,6,9
959948,Designer Triplex Loft Soho/Greenwich Village,1229358,28,Entire home/apt,195,10,270
960210,Brooklyn Fashionista 1Bdr Loft,1865527,7,Private room,89,1,365
962045,"Private Room & Coffee, only 3 blocks to Train",5239845,22,Private room,62,2,267
964379,WATER VIEWS 3 BED HOME W/ PARKING,555739,91,Entire home/apt,130,28,340
966104,Private room in large 2 bed room,5268970,20,Private room,75,3,127
968848,"Cozy private room in 2 Bedroom, BK",5289072,30,Private room,64,2,329
969463,Artsy Fashion Pad in the Heart of Williamsburg,1447988,13,Entire home/apt,150,2,364
971158,Sunny room with private bathroom,5286584,3,Private room,100,2,350
971247,Sunny Artist Live/Work Apartment,5308961,9,Entire home/apt,190,3,244
972426,"BIG, COMFY, PRIV. room, Big apt, yard, Will-B dplx",216191,13,Private room,98,2,273
973128,Pretty One Bed in Brooklyn Heights,434473,33,Entire home/apt,150,30,0
973535,"Garden Apt, 5 mins from LaGuardia",3179866,104,Entire home/apt,99,3,322
973653,A true Sanctuary in Harlem NYC,4770121,3,Entire home/apt,100,185,358
975229,Prime East Village location w/backyard garden!,5333736,20,Entire home/apt,159,4,1
975250,Bushwick Duplex 2,3709510,22,Private room,70,1,146
975965,Great Room in Lively East Village,2267153,20,Private room,91,5,1
975990,Brooklyn Heights Brownstone - Private Bdrm Avail.,5339881,33,Entire home/apt,325,1,363
976167,Newly Furnished Beautiful & Quiet,5341060,76,Entire home/apt,149,4,313
