review_id,listing_id,number_of_reviews,last_review,reviews_per_month
9952,7660252,21,2019-06-19,0.46
9953,7660853,1,2015-08-31,0.02
9954,7661020,5,2018-06-20,0.11
9955,7661218,9,2018-09-12,0.19
9956,7661735,0,,
9957,7662160,7,2017-07-29,0.15
9958,7662874,22,2019-05-05,0.49
9959,7663043,35,2019-06-08,0.78
9960,7663262,0,,
9961,7663730,3,2016-05-25,0.06
9962,7664062,0,,
9963,7664066,22,2018-10-09,0.54
9964,7664263,12,2017-05-27,0.25
9965,7664343,2,2015-08-29,0.04
9966,7664594,0,,
9967,7664692,73,2019-07-01,1.53
9968,7664789,190,2019-07-07,5.2
9969,7664863,35,2017-04-30,0.73
9970,7664959,0,,
9971,7665230,2,2015-08-22,0.04
9972,7665764,2,2015-09-13,0.04
9973,7666157,0,,
9974,7669319,11,2019-06-15,0.23
9975,7670562,424,2018-11-25,8.86
9976,7673007,4,2017-08-27,0.16
9977,7675781,408,2018-11-24,8.56
9978,7675917,6,2018-05-06,0.13
9979,7675994,14,2019-05-27,0.3
9980,7676933,26,2019-04-19,0.68
9981,7677565,1,2015-08-16,0.02
9982,7677595,4,2015-11-25,0.09
9983,7678187,3,2015-09-24,0.06
9984,7678453,1,2016-03-28,0.03
9985,7678743,128,2019-06-19,2.71
9986,7679094,7,2018-10-07,0.15
9987,7679236,5,2019-07-07,2.88
9988,7679691,2,2015-08-24,0.04
9989,7679697,49,2019-05-10,1.06
9990,7679943,10,2019-06-25,0.21
9991,7680504,11,2019-05-31,0.29
9992,7680750,120,2019-06-18,2.63
9993,7685764,0,,
9994,7686940,182,2019-01-01,3.82
9995,7687937,0,,
9996,7688481,27,2017-01-01,0.57
9997,7688839,23,2019-06-16,0.51
9998,7689346,1,2015-08-29,0.02
9999,7689495,2,2017-08-08,0.06
10000,7689651,0,,
10001,7691534,0,,
10002,7692326,105,2019-06-30,2.28
10003,7692660,19,2019-06-29,0.4
10004,7692701,0,,
10005,7692870,205,2019-06-28,4.39
10006,7693040,0,,
10007,7693124,4,2017-08-01,0.08
10008,7693424,2,2016-01-05,0.05
10009,7694064,12,2018-08-19,0.25
10010,7694418,10,2018-01-02,0.21
10011,7695043,38,2019-06-06,0.8
10012,7695442,0,,
10013,7696314,5,2015-10-22,0.11
10014,7696645,99,2019-07-06,2.09
10015,7696654,0,,
10016,7696843,1,2015-10-21,0.02
10017,7697161,0,,
10018,7697256,9,2016-03-30,0.19
10019,7697425,1,2015-10-26,0.02
10020,7697504,96,2019-06-02,2.06
10021,7698593,3,2019-05-27,0.09
10022,7698619,0,,
10023,7698722,98,2019-06-23,2.39
10024,7699037,29,2019-01-05,0.61
10025,7699156,0,,
10026,7699516,1,2015-09-02,0.02
10027,7699542,1,2015-08-07,0.02
10028,7699703,0,,
10029,7700054,96,2019-05-19,2.02
10030,7700185,1,2015-08-31,0.02
10031,7700741,1,2015-09-22,0.02
10032,7707191,2,2015-09-19,0.04
10033,7707274,9,2017-09-17,0.19
10034,7708934,0,,
10035,7709293,0,,
10036,7710250,3,2015-10-11,0.06
10037,7710442,4,2016-01-02,0.09
10038,7710608,0,,
10039,7711161,2,2016-04-30,0.05
10040,7711451,6,2019-07-07,0.13
10041,7711899,14,2018-11-01,0.3
10042,7712022,10,2018-08-19,0.22
10043,7712750,52,2019-06-12,1.09
10044,7713509,2,2015-09-14,0.04
10045,7714405,2,2015-08-17,0.04
10046,7714664,121,2019-06-24,2.54
10047,7715342,199,2019-06-22,4.19
10048,7715344,4,2016-03-31,0.08
10049,7716148,4,2016-07-08,0.09
10050,7716322,0,,
10051,7716489,0,,
10052,7717284,1,2015-12-12,0.02
10053,7717598,63,2019-01-21,1.33
10054,7717785,32,2019-06-30,1.18
10055,7718452,91,2019-05-27,2.1
10056,7718995,221,2019-06-10,4.65
10057,7724031,0,,
10058,7724136,0,,
10059,7724865,174,2019-06-24,3.66
10060,7725030,2,2015-11-29,0.04
10061,7725042,0,,
10062,7725075,5,2015-10-11,0.1
10063,7725197,0,,
10064,7725573,1,2016-03-31,0.03
10065,7725825,22,2019-04-15,0.49
10066,7726296,0,,
10067,7727061,191,2019-06-30,4.0
10068,7727644,4,2016-10-31,0.12
10069,7727798,91,2019-07-02,1.99
10070,7728018,14,2015-11-29,0.3
10071,7728262,2,2015-08-17,0.04
10072,7728265,0,,
10073,7728553,78,2019-05-09,2.22
10074,7728860,2,2018-12-22,0.05
10075,7729804,2,2016-07-04,0.04
10076,7730160,0,,
10077,7730865,0,,
10078,7731215,5,2016-10-07,0.11
10079,7731348,5,2015-11-19,0.11
10080,7733236,0,,
10081,7733241,5,2017-06-30,0.11
10082,7733315,4,2018-08-12,0.08
10083,7733651,17,2017-01-01,0.36
10084,7733862,12,2018-08-25,0.25
10085,7733896,88,2019-06-02,1.84
10086,7734034,9,2019-06-24,0.2
10087,7734176,12,2019-01-01,0.26
10088,7734670,13,2019-02-28,0.28
10089,7740527,1,2015-08-09,0.02
10090,7741113,1,2016-04-16,0.03
10091,7742287,0,,
10092,7742486,18,2019-01-03,0.5
10093,7742889,5,2015-09-27,0.11
10094,7743287,0,,
10095,7744239,0,,
10096,7744805,91,2018-12-31,1.95
10097,7745375,0,,
10098,7745868,3,2016-03-30,0.06
10099,7746285,0,,
10100,7746303,2,2018-03-30,0.07
10101,7746872,112,2019-06-06,2.38
10102,7747237,1,2015-09-21,0.02
10103,7748044,1,2015-08-08,0.02
10104,7748422,2,2018-09-24,0.06
10105,7749069,35,2019-06-15,0.78
10106,7749239,15,2017-12-24,0.32
10107,7749367,1,2015-09-03,0.02
10108,7749472,9,2019-06-04,0.19
10109,7749763,6,2019-02-16,0.25
10110,7749818,100,2019-06-16,2.74
10111,7750936,3,2016-09-14,0.07
10112,7754916,2,2015-09-29,0.04
10113,7756711,1,2015-08-27,0.02
10114,7757549,20,2016-09-01,0.42
10115,7758577,2,2016-03-12,0.04
10116,7760204,13,2019-01-02,0.28
10117,7760406,45,2018-01-02,0.99
10118,7760545,29,2018-10-27,0.62
10119,7760808,9,2018-09-09,0.24
10120,7761394,2,2015-09-29,0.04
10121,7762201,1,2015-09-08,0.02
10122,7762374,35,2019-06-28,0.77
10123,7763203,28,2019-06-15,0.6
10124,7763869,71,2019-05-14,1.57
10125,7764285,8,2016-07-01,0.17
10126,7764516,0,,
10127,7768661,14,2019-04-03,0.31
10128,7769782,4,2019-06-28,2.18
10129,7769946,43,2019-06-13,1.2
10130,7770529,0,,
10131,7770735,96,2019-06-22,2.06
10132,7771170,10,2016-07-18,0.21
10133,7771351,113,2019-06-06,2.42
10134,7771777,1,2015-08-14,0.02
10135,7772377,1,2015-09-12,0.02
10136,7774167,70,2019-07-02,2.45
10137,7774182,176,2019-06-30,4.07
10138,7774373,115,2019-07-02,2.43
10139,7774519,0,,
10140,7775128,2,2016-10-13,0.04
10141,7775431,33,2018-12-06,0.83
10142,7775627,7,2016-07-01,0.15
10143,7775711,1,2015-08-11,0.02
10144,7775879,120,2019-06-21,2.54
10145,7775924,0,,
10146,7780335,9,2017-12-29,0.2
10147,7782176,11,2018-04-22,0.24
10148,7782340,13,2016-04-09,0.28
10149,7783855,99,2019-06-15,2.12
10150,7784365,19,2018-09-16,0.41
10151,7785582,2,2018-05-22,0.04
10152,7785952,53,2019-05-27,1.19
10153,7786903,8,2016-10-10,0.17
10154,7787799,1,2016-05-28,0.03
10155,7787983,179,2019-06-24,3.79
10156,7788438,0,,
10157,7788565,0,,
10158,7788880,4,2018-08-18,0.13
10159,7789152,36,2019-04-17,0.77
10160,7789213,2,2017-05-13,0.06
10161,7789346,3,2018-08-18,0.07
10162,7789408,4,2018-09-27,0.11
10163,7789606,0,,
10164,7789678,0,,
10165,7789850,158,2019-06-30,3.47
10166,7790838,48,2019-04-27,1.02
10167,7790911,3,2015-09-27,0.06
10168,7791635,5,2017-07-11,0.12
10169,7791636,1,2019-04-20,0.37
10170,7796446,0,,
10171,7798327,1,2015-09-04,0.02
10172,7798542,10,2019-05-27,1.53
10173,7798930,0,,
10174,7798935,3,2016-07-10,0.06
10175,7799045,12,2019-05-31,0.28
10176,7800079,10,2018-12-14,0.24
10177,7800835,148,2019-07-02,3.24
10178,7800905,17,2019-05-07,0.37
10179,7801023,0,,
10180,7801034,0,,
10181,7801169,11,2019-04-09,0.25
10182,7801262,42,2019-06-08,0.89
10183,7801783,6,2019-04-08,0.13
10184,7802086,1,2015-09-14,0.02
10185,7802198,0,,
10186,7803475,16,2017-01-02,0.35
10187,7803828,9,2017-05-20,0.19
10188,7804337,28,2019-06-16,0.62
10189,7805443,1,2015-09-16,0.02
10190,7806322,80,2019-07-03,1.73
10191,7807146,4,2016-09-07,0.11
10192,7807454,2,2015-09-30,0.04
10193,7808266,1,2015-10-28,0.02
10194,7808356,0,,
10195,7808565,1,2015-09-07,0.02
10196,7808745,0,,
10197,7809535,35,2019-06-08,0.76
10198,7810109,2,2015-09-03,0.04
10199,7814575,14,2019-04-19,0.37
10200,7815865,3,2017-09-30,0.07
10201,7816449,44,2017-09-25,0.94
10202,7817350,0,,
10203,7818701,4,2017-01-20,0.13
10204,7819539,29,2019-05-22,0.74
10205,7819704,5,2016-05-16,0.11
10206,7819706,0,,
10207,7820423,68,2019-06-16,1.45
10208,7820664,1,2016-01-03,0.02
10209,7820825,0,,
10210,7821813,2,2015-09-18,0.04
10211,7823121,4,2015-08-29,0.08
10212,7823396,3,2015-10-12,0.06
10213,7823495,22,2019-06-08,0.48
10214,7823546,7,2019-06-07,0.21
10215,7824018,4,2016-10-15,0.09
10216,7824945,205,2019-07-03,4.32
10217,7826033,6,2019-06-21,0.33
10218,7826411,0,,
10219,7827616,1,2016-09-05,0.03
10220,7827908,104,2019-06-08,2.19
10221,7828204,1,2015-09-09,0.02
10222,7831486,2,2016-05-26,0.05
10223,7834712,10,2018-11-15,0.21
10224,7834733,0,,
10225,7834765,32,2019-06-29,1.24
10226,7835470,4,2016-06-27,0.08
10227,7835680,1,2015-09-27,0.02
10228,7835778,1,2015-08-31,0.02
10229,7836591,1,2015-08-23,0.02
10230,7837347,0,,
10231,7837583,2,2015-10-14,0.04
10232,7837685,12,2019-05-21,0.26
10233,7837816,184,2019-07-02,4.83
10234,7837952,99,2019-06-17,2.26
10235,7838393,39,2019-05-30,0.84
10236,7838854,0,,
10237,7839096,2,2018-08-12,0.04
10238,7839972,4,2015-10-26,0.09
10239,7840953,5,2018-12-31,0.11
10240,7841464,2,2015-09-06,0.04
10241,7841904,4,2017-01-02,0.09
10242,7842116,0,,
10243,7842276,40,2019-04-25,0.87
10244,7842671,10,2018-02-18,0.21
10245,7843122,3,2016-05-22,0.06
10246,7843320,20,2019-04-28,1.44
10247,7843582,27,2019-07-01,0.58
10248,7843604,193,2019-06-14,4.17
10249,7843696,0,,
10250,7843851,8,2015-11-18,0.17
10251,7844193,1,2015-08-24,0.02
10252,7850400,63,2019-07-01,1.4
10253,7851047,0,,
10254,7851219,121,2019-06-18,2.55
10255,7851753,0,,
10256,7853110,1,2015-08-23,0.02
10257,7853561,5,2019-01-13,0.11
10258,7853584,1,2016-03-09,0.02
10259,7854307,97,2019-06-15,2.07
10260,7854999,2,2016-07-02,0.05
10261,7856476,23,2019-06-07,0.52
10262,7856749,7,2019-04-30,0.23
10263,7857040,0,,
10264,7857185,214,2019-06-19,4.5
10265,7858023,9,2017-05-24,0.25
10266,7858096,3,2015-10-05,0.06
10267,7858468,309,2019-07-07,6.61
10268,7858532,39,2019-05-31,0.83
10269,7858541,9,2017-10-15,0.33
10270,7858673,92,2019-06-08,1.94
10271,7858741,0,,
10272,7858824,7,2016-11-27,0.15
10273,7859630,23,2019-05-13,0.49
10274,7859723,39,2019-06-16,0.84
10275,7860155,148,2019-06-23,3.18
10276,7861113,0,,
10277,7862762,52,2019-06-23,1.11
10278,7863289,0,,
10279,7864877,2,2015-08-30,0.04
10280,7866421,6,2017-06-25,0.13
10281,7867805,1,2015-08-20,0.02
10282,7867890,11,2018-07-24,0.23
10283,7869449,0,,
10284,7869876,152,2019-06-30,3.25
10285,7870258,99,2019-06-15,2.1
10286,7870403,227,2019-06-21,4.83
10287,7870442,2,2016-07-04,0.05
10288,7871818,105,2019-06-27,2.25
10289,7871858,106,2019-06-26,2.23
10290,7871985,7,2019-03-19,0.15
10291,7872172,2,2016-09-02,0.04
10292,7872617,2,2015-09-27,0.04
10293,7873524,1,2015-09-07,0.02
10294,7873655,107,2019-06-21,2.26
10295,7873893,0,,
10296,7874958,2,2015-12-02,0.04
10297,7877599,28,2019-04-30,0.68
10298,7880998,1,2016-07-01,0.03
10299,7881023,6,2016-05-07,0.13
10300,7884731,1,2015-08-27,0.02
10301,7884922,2,2016-12-04,0.05
10302,7885044,3,2015-08-31,0.06
10303,7886308,0,,
10304,7886635,97,2019-06-18,2.13
10305,7887966,61,2019-03-28,1.39
10306,7889596,2,2019-06-22,0.22
10307,7891403,66,2019-05-27,1.41
10308,7893820,0,,
10309,7894007,70,2019-06-24,1.48
10310,7894084,0,,
10311,7894907,25,2016-07-22,0.55
10312,7895157,0,,
10313,7897229,8,2017-07-30,0.17
10314,7898302,1,2015-08-19,0.02
10315,7899605,5,2016-09-19,0.11
10316,7899658,3,2017-12-08,0.06
10317,7900119,2,2015-09-26,0.04
10318,7900437,5,2015-10-28,0.11
10319,7900575,9,2019-06-02,0.2
10320,7900722,11,2018-10-01,0.24
10321,7900908,105,2019-06-11,2.26
10322,7900957,22,2019-06-24,0.63
10323,7901635,99,2019-06-23,2.1
10324,7901715,2,2015-09-15,0.04
10325,7901928,2,2015-11-09,0.04
10326,7902089,5,2016-02-25,0.11
10327,7902291,1,2015-09-05,0.02
10328,7902556,121,2019-06-01,2.58
10329,7908355,21,2019-06-15,2.31
10330,7911249,3,2015-12-19,0.06
10331,7911437,45,2019-06-28,1.06
10332,7911571,5,2017-12-29,0.13
10333,7911917,16,2019-06-29,0.72
10334,7912513,9,2018-01-02,0.25
10335,7912525,0,,
10336,7913426,0,,
10337,7913704,3,2016-09-06,0.08
10338,7914369,92,2019-07-03,2.02
10339,7914401,10,2017-10-08,0.28
10340,7915525,14,2018-03-11,0.3
10341,7915596,226,2019-06-10,4.78
10342,7915831,1,2016-09-11,0.03
10343,7916103,3,2016-09-24,0.07
10344,7916684,3,2016-03-27,0.06
10345,7916802,1,2015-09-07,0.02
10346,7917251,98,2019-06-23,2.13
10347,7917755,1,2015-09-27,0.02
10348,7919094,6,2018-03-01,0.17
10349,7919303,1,2016-01-17,0.02
10350,7919372,38,2019-06-16,1.12
10351,7919636,0,,
10352,7919803,14,2016-05-21,0.3
10353,7920072,114,2019-06-28,2.47
10354,7920170,93,2019-06-05,3.37
10355,7920394,8,2018-09-04,0.19
10356,7921643,0,,
10357,7922002,1,2015-09-06,0.02
10358,7927838,153,2019-06-21,3.27
10359,7928219,0,,
10360,7928917,0,,
10361,7929441,232,2019-06-19,5.0
10362,7931059,0,,
10363,7931180,0,,
10364,7932177,10,2017-06-10,0.28
10365,7932428,1,2015-09-07,0.02
10366,7933257,11,2019-01-01,0.93
10367,7933400,0,,
10368,7933773,20,2018-09-25,0.43
10369,7933896,0,,
10370,7936161,42,2019-04-30,0.89
10371,7936698,5,2017-01-14,0.11
10372,7937398,151,2019-06-16,3.23
10373,7937553,21,2018-10-27,0.5
10374,7938424,2,2015-09-26,0.04
10375,7938492,2,2016-08-23,0.04
10376,7939788,5,2016-06-28,0.11
10377,7945940,159,2019-06-24,3.4
10378,7949344,2,2015-10-03,0.04
10379,7949480,73,2019-06-30,1.73
10380,7950368,9,2018-02-25,0.19
10381,7951281,120,2019-07-04,2.61
10382,7951346,25,2019-07-06,0.54
10383,7952315,3,2016-07-27,0.06
10384,7952963,53,2019-07-01,1.16
10385,7953220,0,,
10386,7953690,2,2016-06-19,0.05
10387,7953819,10,2017-01-03,0.25
10388,7954940,0,,
10389,7955150,8,2015-11-10,0.17
10390,7955889,10,2019-06-14,0.29
10391,7955984,27,2019-06-19,0.59
10392,7956149,0,,
10393,7956593,3,2015-10-12,0.06
10394,7956643,4,2016-10-16,0.09
10395,7957339,0,,
10396,7962707,9,2016-04-19,0.19
10397,7965847,22,2018-12-17,0.47
10398,7966153,0,,
10399,7966358,0,,
10400,7966447,0,,
10401,7966943,15,2019-01-02,0.34
10402,7967503,68,2019-06-19,1.46
10403,7967829,1,2015-09-07,0.02
10404,7967922,8,2019-03-10,0.17
10405,7967942,3,2016-06-20,0.07
10406,7968283,1,2015-10-06,0.02
10407,7968983,77,2019-07-03,1.67
10408,7969111,250,2019-07-02,5.36
10409,7970110,0,,
10410,7970450,0,,
10411,7970578,5,2019-06-22,0.11
10412,7972210,22,2019-06-22,0.48
10413,7972825,4,2015-11-29,0.09
10414,7972839,2,2015-10-17,0.04
10415,7973484,12,2019-02-08,0.27
10416,7973730,2,2017-07-12,0.04
10417,7973933,3,2016-07-20,0.07
10418,7974235,85,2018-06-03,1.83
10419,7975360,95,2019-07-04,2.09
10420,7979200,11,2016-09-03,0.23
10421,7979237,197,2019-07-01,4.19
10422,7979433,2,2015-09-21,0.04
10423,7980191,26,2017-01-02,0.58
10424,7981341,0,,
10425,7982304,0,,
10426,7982720,3,2018-05-29,0.06
10427,7983640,54,2019-05-19,1.15
10428,7984555,8,2018-06-09,0.17
10429,7985333,15,2019-07-06,0.39
10430,7985537,14,2017-01-02,0.31
10431,7986666,8,2017-07-26,0.17
10432,7987209,109,2019-06-02,2.37
10433,7987212,14,2019-07-03,0.3
10434,7987306,0,,
10435,7987971,173,2019-07-01,3.8
10436,7988259,3,2015-10-26,0.06
10437,7988385,2,2015-08-28,0.04
10438,7988411,32,2019-01-01,1.63
10439,7988491,0,,
10440,7995078,80,2019-07-02,1.71
10441,7995140,36,2019-05-27,0.77
10442,7997433,0,,
10443,7998385,11,2017-07-28,0.24
10444,7999409,7,2015-10-22,0.15
10445,7999574,24,2019-04-18,0.52
10446,7999671,0,,
10447,8000640,9,2017-05-19,0.2
10448,8000716,17,2019-06-16,0.37
10449,8001648,3,2017-05-31,0.08
10450,8002080,287,2019-07-06,7.31
10451,8005645,4,2019-01-03,0.09
10452,8007908,19,2019-02-19,0.46
10453,8009332,59,2019-07-05,1.26
10454,8009966,2,2017-12-07,0.04
10455,8010033,133,2019-06-28,2.85
10456,8011605,12,2019-05-11,0.25
10457,8012041,16,2016-01-14,0.34
10458,8012334,3,2016-11-26,0.07
10459,8012976,128,2019-06-15,2.74
10460,8013358,33,2019-06-24,2.96
10461,8013498,2,2015-10-12,0.04
10462,8013780,0,,
10463,8013947,17,2018-03-31,0.36
10464,8014087,2,2018-01-01,0.04
10465,8014298,1,2015-09-06,0.02
10466,8014315,1,2015-10-08,0.02
10467,8014773,0,,
10468,8014811,3,2015-10-24,0.07
10469,8015917,6,2016-08-01,0.14
10470,8016681,11,2016-04-23,0.24
10471,8016747,76,2016-09-29,1.65
10472,8017587,0,,
10473,8021914,39,2016-12-30,0.83
10474,8024051,28,2019-05-15,0.6
10475,8025808,30,2019-05-21,0.66
10476,8028767,15,2017-04-19,0.32
10477,8029217,0,,
10478,8030123,1,2015-09-08,0.02
10479,8031617,4,2016-05-28,0.1
10480,8032689,1,2015-09-24,0.02
10481,8033609,171,2019-06-19,3.82
10482,8033860,3,2015-11-01,0.07
10483,8034514,4,2016-02-13,0.09
10484,8034665,22,2017-01-01,0.47
10485,8035074,4,2015-09-21,0.09
10486,8036524,0,,
10487,8040050,30,2017-01-04,0.64
10488,8042732,2,2016-09-28,0.06
10489,8043824,7,2016-08-15,0.15
10490,8044856,54,2019-06-22,1.17
10491,8045421,3,2017-12-31,0.07
10492,8045552,151,2019-06-17,3.32
10493,8047711,2,2015-12-30,0.04
10494,8052046,73,2018-10-05,1.56
10495,8052159,6,2016-06-06,0.13
10496,8052243,3,2015-09-25,0.06
10497,8052841,15,2017-01-03,0.32
10498,8053024,0,,
10499,8053664,1,2015-09-18,0.02
10500,8054277,32,2017-05-09,0.7
10501,8054523,7,2018-05-18,0.15
10502,8054651,296,2019-06-27,6.37
10503,8055508,291,2019-07-01,6.23
10504,8055582,284,2019-06-09,6.09
10505,8055598,27,2019-07-04,0.78
10506,8055721,291,2019-06-29,6.26
10507,8055778,327,2019-07-02,7.07
10508,8055859,67,2019-06-29,1.45
10509,8058693,115,2019-06-10,2.47
10510,8061409,107,2019-06-09,3.04
10511,8063109,81,2017-07-27,1.94
10512,8063277,8,2018-05-31,0.17
10513,8063565,0,,
10514,8065272,10,2019-01-01,0.22
10515,8065705,0,,
10516,8066385,15,2019-05-19,0.39
10517,8067561,9,2016-09-11,0.2
10518,8067738,0,,
10519,8068089,16,2018-11-05,0.34
10520,8068363,86,2019-06-27,1.9
10521,8069030,141,2019-04-28,3.04
10522,8069316,2,2015-11-01,0.04
10523,8069765,1,2015-09-16,0.02
10524,8069858,72,2019-06-16,1.57
10525,8071607,2,2015-10-11,0.04
10526,8071687,74,2019-07-05,1.6
10527,8072371,60,2019-06-03,1.29
10528,8072744,0,,
10529,8075854,20,2019-07-02,1.46
10530,8077469,2,2016-08-07,0.04
10531,8078896,0,,
10532,8081037,4,2019-01-28,0.11
10533,8081193,121,2019-07-02,2.59
10534,8082651,14,2018-01-01,0.3
10535,8083295,0,,
10536,8083931,1,2015-09-08,0.02
10537,8085420,0,,
10538,8086028,18,2019-07-04,0.39
10539,8087274,5,2018-11-18,0.11
10540,8087725,1,2015-08-31,0.02
10541,8088779,134,2019-06-07,2.88
10542,8089062,32,2019-06-22,0.69
10543,8089270,9,2018-12-01,0.2
10544,8090529,0,,
10545,8097567,222,2019-06-27,4.98
10546,8100914,2,2016-01-06,0.04
10547,8101258,10,2016-06-19,0.22
10548,8101762,2,2015-09-28,0.04
10549,8101848,3,2015-12-01,0.06
10550,8102145,1,2017-06-04,0.04
10551,8103766,15,2016-10-24,0.35
10552,8104879,1,2015-10-03,0.02
10553,8105749,2,2016-01-07,0.04
10554,8106774,86,2019-06-28,1.84
10555,8106902,1,2015-09-13,0.02
10556,8107212,40,2018-10-01,0.87
10557,8108376,59,2019-06-09,1.58
10558,8110973,2,2015-09-27,0.04
10559,8111321,13,2019-01-11,0.28
10560,8113156,2,2015-11-29,0.04
10561,8114144,2,2015-10-26,0.04
10562,8114639,3,2016-07-29,0.08
10563,8115321,114,2019-06-17,2.45
10564,8115423,102,2019-06-23,2.21
10565,8117209,12,2019-06-12,0.26
10566,8117213,9,2018-12-30,0.24
10567,8117729,2,2015-11-26,0.04
10568,8118112,92,2019-06-19,1.97
10569,8118692,3,2016-04-20,0.07
10570,8119018,81,2019-05-27,1.75
10571,8123857,0,,
10572,8125640,5,2019-05-21,0.14
10573,8126091,3,2019-04-17,0.09
10574,8126282,47,2019-06-23,1.01
10575,8126631,0,,
10576,8126777,17,2019-07-01,0.36
10577,8130534,1,2015-11-05,0.02
10578,8130551,0,,
10579,8131285,5,2018-06-28,0.11
10580,8131995,2,2017-09-22,0.04
10581,8132082,14,2019-01-01,0.31
10582,8133275,100,2019-06-30,2.15
10583,8133707,8,2017-08-21,0.18
10584,8135144,55,2019-06-21,1.29
10585,8135887,4,2015-10-24,0.09
10586,8139311,1,2015-10-12,0.02
10587,8141256,0,,
10588,8141967,0,,
10589,8142536,0,,
10590,8143588,0,,
10591,8144049,5,2018-06-01,0.11
10592,8144798,0,,
10593,8145339,6,2016-11-27,0.13
10594,8145441,10,2016-09-14,0.25
10595,8145603,32,2019-06-21,0.72
10596,8146444,14,2017-01-02,0.3
10597,8146609,1,2015-09-13,0.02
10598,8151183,51,2018-10-27,1.28
10599,8151536,5,2015-10-19,0.11
10600,8151605,1,2015-09-26,0.02
10601,8151782,43,2019-06-12,0.94
10602,8151925,170,2019-06-24,3.64
10603,8152675,101,2019-06-24,2.19
10604,8152985,5,2016-01-02,0.11
10605,8153005,3,2015-10-12,0.06
10606,8153235,5,2016-09-30,0.11
10607,8153240,0,,
10608,8155028,6,2019-04-26,0.13
10609,8160542,18,2019-06-22,0.38
10610,8161540,0,,
10611,8162214,8,2016-03-04,0.17
10612,8162587,3,2016-07-10,0.06
10613,8162607,200,2019-07-02,4.31
10614,8163660,0,,
10615,8164253,0,,
10616,8164402,126,2019-06-25,2.7
10617,8164877,19,2016-07-01,0.41
10618,8165315,4,2016-06-23,0.09
10619,8166218,3,2016-11-18,0.06
10620,8166737,3,2016-05-30,0.07
10621,8167145,2,2015-10-02,0.04
10622,8167182,13,2019-06-16,0.28
10623,8167884,129,2019-06-06,2.8
10624,8168619,543,2019-07-01,11.59
10625,8170072,24,2019-05-31,0.95
10626,8170276,1,2015-09-09,0.02
10627,8170917,1,2015-09-22,0.02
10628,8171965,1,2015-09-02,0.02
10629,8172864,1,2015-09-06,0.02
10630,8172995,111,2019-06-10,2.44
10631,8173226,3,2015-10-19,0.07
10632,8173232,0,,
10633,8173434,147,2019-06-18,3.19
10634,8173559,13,2019-05-04,0.28
10635,8173563,7,2016-01-02,0.15
10636,8173609,113,2019-06-21,2.46
10637,8174397,1,2015-09-13,0.02
10638,8174635,7,2019-06-22,0.15
10639,8182759,0,,
10640,8183112,5,2017-02-14,0.12
10641,8183217,0,,
10642,8183563,48,2019-06-22,1.07
10643,8184502,2,2015-09-27,0.04
10644,8185845,2,2018-07-28,0.1
10645,8186068,2,2015-09-23,0.04
10646,8186181,14,2018-06-28,0.42
10647,8186924,2,2016-05-01,0.04
10648,8187719,0,,
10649,8189063,0,,
10650,8189121,27,2018-09-03,0.58
10651,8190219,11,2018-04-13,0.24
10652,8190747,1,2017-03-19,0.04
10653,8191699,3,2016-08-14,0.06
10654,8192079,0,,
10655,8192443,106,2019-06-23,2.29
10656,8192532,0,,
10657,8192768,11,2017-06-22,0.25
10658,8192789,13,2019-06-08,0.42
10659,8193127,0,,
10660,8193608,11,2016-06-09,0.24
10661,8194369,9,2018-10-02,0.2
10662,8194497,2,2015-09-18,0.04
10663,8195335,1,2017-01-31,0.03
10664,8195719,1,2015-10-11,0.02
10665,8202455,1,2015-09-06,0.02
10666,8204305,21,2019-06-14,0.46
10667,8204392,0,,
10668,8205572,0,,
10669,8206060,9,2019-06-29,0.21
10670,8207003,3,2015-12-28,0.07
10671,8207453,1,2015-12-16,0.02
10672,8207764,24,2017-01-02,0.52
10673,8208090,147,2019-06-18,3.24
10674,8208285,146,2019-06-19,3.14
10675,8208317,0,,
10676,8208997,0,,
10677,8210379,186,2019-07-06,3.99
10678,8210423,100,2019-06-26,2.16
10679,8210686,0,,
10680,8210840,203,2019-06-27,4.55
10681,8211314,1,2015-10-26,0.02
10682,8211513,1,2015-10-13,0.02
10683,8212051,7,2015-10-30,0.15
10684,8213015,0,,
10685,8213227,34,2019-05-01,0.73
10686,8213488,255,2019-06-27,5.46
10687,8217454,20,2019-01-03,0.45
10688,8219648,157,2019-07-05,3.4
10689,8221965,4,2018-08-03,0.09
10690,8222742,146,2019-06-20,3.13
10691,8222951,21,2019-04-08,1.06
10692,8223230,31,2019-06-21,0.67
10693,8224368,78,2019-06-03,1.79
10694,8225035,9,2019-05-27,0.2
10695,8225210,0,,
10696,8225997,2,2016-04-01,0.04
10697,8226137,0,,
10698,8226346,0,,
10699,8228217,4,2018-09-10,0.09
10700,8231648,8,2019-06-17,0.2
10701,8234295,0,,
10702,8234510,2,2016-01-02,0.05
10703,8234740,5,2016-06-12,0.11
10704,8235820,1,2015-09-18,0.02
10705,8236539,1,2015-09-21,0.02
10706,8236660,1,2015-09-28,0.02
10707,8237244,72,2019-03-23,1.56
10708,8238934,21,2019-06-21,0.45
10709,8239111,9,2016-01-16,0.2
10710,8239352,85,2019-06-30,1.85
10711,8239650,44,2019-07-02,2.23
10712,8240016,201,2019-06-24,4.37
10713,8241378,0,,
